25	5	5
1763	43	41
132317	307	431
7525031	2309	3259
443724821	17929	24749
29809546181	140417	212293
2292010858019	1508141	1519759
158586252892033	11990749	13225717
10445331345154549	86764163	120387623
974899407670713299	976878547	997974017
3718944099182247774821	6883392721	540277774335
183498523218870879915331	57536693939	3189243431564
11605715583227979544554987165360181	413404394657	28073517682019795917960
